Price,Date,Close,High,Low,Open,Volume
Ticker,,AB,AB,AB,AB,AB
63,2023-07-12,27.72885513305664,28.096181581167755,27.301731659317532,27.327359654306708,295900
64,2023-07-13,29.249420166015625,29.497149331707803,27.95096427050597,27.95096427050597,492500
65,2023-07-14,28.71978187561035,29.642370156353394,28.42079674316226,29.642370156353394,384000
66,2023-07-17,28.865005493164062,28.958973179935867,28.249946640616642,28.566017102645272,222700
67,2023-07-18,29.121278762817383,29.326299465395614,28.86500532861473,28.86500532861473,177200
68,2023-07-19,28.976055145263672,29.591113995557226,28.788123031102273,29.300669900551217,252700
69,2023-07-20,28.93334197998047,29.1469037078548,28.805206898471884,29.04439499090926,117200
70,2023-07-21,28.70269775390625,29.052938891818247,28.617274357808174,28.958974459587836,158100
71,2023-07-24,29.052942276000977,29.22379234679199,28.702701097291733,28.702701097291733,170200
72,2023-07-25,29.215246200561523,29.45443430262377,28.9248021086173,29.07856681956974,181400
73,2023-07-26,28.882089614868164,29.403177500146615,28.87354532077722,29.215245393160096,276800
74,2023-07-27,28.113269805908203,29.257960963742523,28.113269805908203,29.20670496848648,683200
75,2023-07-28,27.797197341918945,28.31828851793493,27.549464937141906,28.258491490394764,480000
76,2023-07-31,27.49820899963379,28.343914940170247,27.404244569524053,27.489667963694217,304200
77,2023-08-01,28.258493423461914,28.284119791676826,27.634890221552556,27.677605180169174,254000
78,2023-08-02,27.84844970703125,28.27557318878752,27.489667546528892,28.0705557424129,298900
79,2023-08-03,27.72031593322754,27.856995323528118,27.50675418221453,27.634889277606106,196500
80,2023-08-04,27.502662658691406,27.929264456727832,27.415601033366375,27.659373252163988,210900
81,2023-08-07,27.023826599121094,27.64196099275527,26.86711600339344,27.554899366177416,353300
82,2023-08-08,26.414396286010742,26.832290091612872,25.36966011144305,26.457926268050073,573900
83,2023-08-09,25.596017837524414,26.457924372540635,25.43060092861355,26.222860161581487,529000
84,2023-08-10,25.604724884033203,26.214154569401092,25.596018555892257,25.98779501942337,394900
85,2023-08-11,26.231565475463867,26.449218696556727,25.421896887870762,25.439307883530848,262200
86,2023-08-14,26.074857711791992,26.24897930007939,25.665668575163746,26.11838769372325,360200
87,2023-08-15,25.448015213012695,26.074857577186027,25.29130462196936,26.074857577186027,342400
88,2023-08-16,25.7701416015625,25.979088493668943,25.343541489274887,25.343541489274887,231100
89,2023-08-17,26.214153289794922,26.605928073639813,25.909438461985193,26.022617401168237,394000
90,2023-08-18,26.736522674560547,27.02382653980557,25.90073504659744,25.952971358204532,347900
91,2023-08-21,26.292510986328125,27.232772878444422,26.222862018784785,26.58851951352792,367500
92,2023-08-22,25.752727508544922,26.562397708133442,25.604723260657103,26.562397708133442,375800
93,2023-08-23,26.405689239501953,26.62334246490522,25.72661057844132,25.72661057844132,234800
94,2023-08-24,26.15321159362793,27.049941793200123,26.127092609543993,26.370864812640562,244200
95,2023-08-25,26.440513610839844,26.849701062220518,26.17062242534829,26.17062242534829,195800
96,2023-08-28,27.015119552612305,27.354658060625702,26.46663248213888,26.46663248213888,277200
97,2023-08-29,27.47654151916504,27.816081665261436,27.171826684693816,27.21535832422528,269200
98,2023-08-30,27.128297805786133,27.772551151916183,27.10217882100812,27.232772084335856,242500
99,2023-08-31,26.962879180908203,27.38947927520122,26.910642875225566,27.215357702738356,252300
100,2023-09-01,27.171829223632812,27.58972469937179,27.04994394268025,27.04994394268025,428800
101,2023-09-05,28.077266693115234,28.460335182625702,27.102179491265034,27.920556101696242,672300
102,2023-09-06,28.077266693115234,28.434217857764114,27.824788149037442,28.20785995967264,462500
103,2023-09-07,28.38197898864746,28.469042270638482,28.007615178897616,28.05114848045544,379400
104,2023-09-08,27.833492279052734,28.4516282674299,27.729019666733535,28.4516282674299,351600
105,2023-09-11,27.8596134185791,28.39068783075072,27.850907090118312,27.920556057242266,207300
106,2023-09-12,28.05985450744629,28.286215730464352,27.607135382534953,27.607135382534953,263100
107,2023-09-13,27.75514030456543,28.251391084320915,27.75514030456543,28.059855171255222,230500
108,2023-09-14,28.112092971801758,28.19915293841138,27.78996544943392,27.85090809028563,321200
109,2023-09-15,28.677989959716797,28.68669794922353,27.824789649927094,28.146918839177985,513200
110,2023-09-18,28.129505157470703,28.756344213019293,27.772552325997037,28.50386898563677,360200
111,2023-09-19,28.00761604309082,28.54739844471663,28.00761604309082,28.268802575998347,223300
112,2023-09-20,27.8596134185791,28.303624546142828,27.8596134185791,28.09467930533333,202200
113,2023-09-21,27.737728118896484,28.199151903009884,27.476543246970397,27.72902179044271,224300
114,2023-09-22,27.267595291137695,28.033735559814023,27.224065311114806,27.80737601045794,203200
115,2023-09-25,27.311126708984375,27.511367272356267,27.015118197668414,27.076060833428357,186700
116,2023-09-26,26.8845272064209,27.363365325989818,26.849703551860163,27.049944132131063,222000
117,2023-09-27,26.849702835083008,27.015119756377217,26.70169857088553,26.98029444218375,195300
118,2023-09-28,26.658166885375977,27.084766993613957,26.632047901399755,26.64075422939183,327200
119,2023-09-29,26.42310333251953,27.07606304422646,26.396984346248782,26.76264185122716,305100
120,2023-10-02,26.44921875,26.806171561030858,26.388276113660826,26.423101426175954,213100
121,2023-10-03,26.231565475463867,26.745227210087997,26.14450551547656,26.71040355820553,366100
122,2023-10-04,26.614635467529297,26.771346051569914,26.04003109975522,26.327333283642258,186900
123,2023-10-05,26.945466995239258,27.032526947342095,26.518865259237074,26.518865259237074,234200
124,2023-10-06,26.91935157775879,27.058649512242834,26.275098215629477,26.727817332983815,400900
125,2023-10-09,26.971586227416992,27.14570946508252,26.449218174982683,26.64075406852721,325500
126,2023-10-10,26.510162353515625,27.20665197997816,26.466630714010307,26.97158610833621,281800
127,2023-10-11,26.588520050048828,26.73652265607285,26.135800921600655,26.54498840660435,229900
128,2023-10-12,26.066150665283203,26.55369342384554,25.987795371515396,26.457925473559925,213300
129,2023-10-13,25.596017837524414,26.266390140502228,25.317421987082273,26.074855908463817,265800
130,2023-10-16,25.831085205078125,26.11838740005625,25.60472564834349,25.683080943388646,111400
131,2023-10-17,26.048736572265625,26.109679206154848,25.656960125031727,25.752728070036067,144300
132,2023-10-18,25.57860565185547,25.98779476770506,25.5524883282479,25.98779476770506,124000
133,2023-10-19,25.517663955688477,25.60472557889834,25.012708533746093,25.456721317610278,394800
134,2023-10-20,25.273893356323242,25.387072303891717,24.873410554528395,25.387072303891717,257300
135,2023-10-23,25.152006149291992,25.465427324667846,24.82117397794373,25.465427324667846,503100
136,2023-10-24,25.152006149291992,25.700493206199738,24.995295561604063,25.308716736979918,318400
137,2023-10-25,24.72540855407715,25.456723597640433,24.411989007237523,25.16942137770932,417500
138,2023-10-26,24.85599708557129,24.89952872595384,24.011503188897276,24.664462849574935,530100
139,2023-10-27,24.829879760742188,26.040031133761556,24.734111812467347,25.030120324805683,536400
140,2023-10-30,24.916942596435547,25.395779040043706,24.812468314988156,24.812468314988156,409800
141,2023-10-31,25.01270866394043,25.2477745496619,24.760231781936234,25.030121320785508,476500
142,2023-11-01,24.716699600219727,25.212948685534048,24.568695341392445,25.056239759036618,419800
143,2023-11-02,25.152006149291992,25.369659374289153,24.86470395871823,25.02141454640616,521000
144,2023-11-03,25.294511795043945,25.900155315147362,25.2410731605594,25.82890323624011,392500
145,2023-11-06,25.22325897216797,25.383576569676553,24.89371875398567,25.249979138013902,343000
146,2023-11-07,24.760120391845703,25.214353032620348,24.760120391845703,25.054035430137112,304000
147,2023-11-08,24.679960250854492,24.902623198042065,24.50183091237452,24.804652656452294,387600
148,2023-11-09,24.19010353088379,24.671056333783863,24.056506096339394,24.6354294452208,531100
149,2023-11-10,23.709152221679688,24.20791676576336,23.646805167233637,24.136664688037122,504700
150,2023-11-13,23.228199005126953,23.816029060490823,23.005536053889625,23.709151795215668,423400
151,2023-11-14,24.39495277404785,24.457298129560343,23.317264888683848,23.424142155624253,826800
152,2023-11-15,24.403860092163086,24.671056663607533,24.190103854277673,24.314794568348272,497400
153,2023-11-16,25.018409729003906,25.080755084522043,24.4038594982986,24.4038594982986,486200
154,2023-11-17,24.991687774658203,25.37466830119044,24.93824914500683,25.089660011338566,360100
155,2023-11-20,25.41920280456543,25.713117826187297,24.893718114577325,24.964970189552822,329900
156,2023-11-21,25.116382598876953,25.40139091622748,24.93825155114109,25.223259868491617,354100
157,2023-11-22,24.947158813476562,25.374671298757384,24.840279842764552,25.374671298757384,257100
158,2023-11-24,25.28560447692871,25.819995905530913,24.742308025108585,24.742308025108585,215200
159,2023-11-27,24.81355857849121,25.249977737059723,24.56417547411631,25.249977737059723,376400
160,2023-11-28,25.16982078552246,25.54389462008034,24.679961262362824,24.813560395177706,358500
161,2023-11-29,25.4548282623291,25.60623913560401,25.02731580794705,25.169819959407736,315400
162,2023-11-30,25.78437042236328,25.917967853294922,25.445921785300722,25.517173861716497,357900
163,2023-12-01,25.909059524536133,26.27422660586755,25.588424351158924,25.784368823237617,782000
164,2023-12-04,25.347949981689453,26.105004368443335,25.347949981689453,25.819996057849764,390300
165,2023-12-05,25.321231842041016,25.606240156323423,24.95606472701874,25.428109110505144,423800
166,2023-12-06,25.31232452392578,25.84671595001551,25.241072447032717,25.321231245885354,511100
167,2023-12-07,26.185163497924805,26.345481099348632,25.383577189589225,25.383577189589225,536400
168,2023-12-08,26.746274948120117,27.16488069480587,26.087192800690328,26.087192800690328,447700
169,2023-12-11,26.559236526489258,27.1470665812933,25.54389401342473,25.54389401342473,991700
170,2023-12-12,27.218318939208984,27.60129949073926,26.354387291856707,26.42563936897047,684500
171,2023-12-13,27.440980911254883,27.859588335764506,26.8620575930598,27.182692777997644,452400
172,2023-12-14,28.385074615478516,29.27572474813562,27.5478614182649,27.5478614182649,1169100
173,2023-12-15,28.5186710357666,28.678988631527318,28.002093059861792,28.322726552599732,738300
174,2023-12-18,28.68789291381836,28.821492039358162,28.18912839449569,28.652266027332157,552800
175,2023-12-19,29.168848037719727,29.34697908692916,28.536486040715054,28.72352211347973,570600
176,2023-12-20,28.162412643432617,29.32025768653841,28.100065586071153,29.16884850072569,663800
177,2023-12-21,27.76161766052246,28.71461654736754,27.556768146950713,28.278195654928876,359700
178,2023-12-22,28.304916381835938,28.768054052388553,27.56567541488082,27.574580438444112,471000
179,2023-12-26,28.011001586914062,28.447420793064044,27.770525177775212,28.429607348212958,332200
180,2023-12-27,27.904123306274414,28.376169413793743,27.788339309447824,27.81505777860123,283000
181,2023-12-28,27.939746856689453,28.091157725997764,27.54785960104734,27.67255030561297,352000
182,2023-12-29,27.636926651000977,28.064439117895915,27.405356973403666,27.725990474183103,494900
183,2024-01-02,27.387542724609375,27.610205673589938,27.084720978093127,27.538953597867497,261100
184,2024-01-03,27.049095153808594,27.351915194423277,26.808618766854178,27.08472034144067,238700
185,2024-01-04,27.65473747253418,27.948652496053878,27.325197260688434,27.405356057901393,343500
186,2024-01-05,27.69927215576172,27.99318719068117,27.360823510228084,27.930841834604855,238900
187,2024-01-08,27.832868576049805,28.082251690053265,27.458794754436358,27.78833666584152,464900
188,2024-01-09,28.10006332397461,28.27819436167176,27.81505502268595,27.87740037624491,488100
189,2024-01-10,28.358354568481445,28.367261290687413,27.966467285336662,28.153505054094868,202800
190,2024-01-11,29.249006271362305,29.658705298282115,28.46523170861829,28.500858597280995,503200
191,2024-01-12,29.560731887817383,29.640890685364674,29.213378230968104,29.391509269691753,402900
192,2024-01-16,29.33806800842285,29.658703188443898,29.177750418412327,29.249004190668945,281900
193,2024-01-17,28.972902297973633,29.320255960333586,28.500857925799036,28.857120008898335,334700
194,2024-01-18,29.266820907592773,29.355884735309584,28.857121863987864,29.097594878336697,209900
195,2024-01-19,29.89918327331543,29.934810163852365,28.999626371445153,29.186662450413138,229800
196,2024-01-22,29.970436096191406,30.273257860939143,29.729959689106394,29.934809206793513,341900
197,2024-01-23,29.827932357788086,30.130754126816242,29.640892884588915,29.792305467886603,267400
198,2024-01-24,30.059499740600586,30.647329821847425,29.925900604948833,30.13965854247821,436300
199,2024-01-25,30.29106903076172,30.576080758941195,29.881369980202628,30.22872367078826,255600
200,2024-01-26,30.059499740600586,30.700770155621555,29.96152749413159,30.51373068619567,290700
201,2024-01-29,29.6765193939209,30.148563787576798,29.320257294609195,30.059499961532463,462500
202,2024-01-30,30.246532440185547,30.389036583461213,29.65870242447759,29.738861217418073,328300
203,2024-01-31,29.88136863708496,30.13965848683233,29.631987208400414,30.13965848683233,251800
204,2024-02-01,30.032779693603516,30.504824058973497,29.614172261631207,30.326693019991644,285600
205,2024-02-02,29.756677627563477,30.139658187854046,29.507296201352734,29.96152714160332,278200
206,2024-02-05,29.854650497436523,30.18419073147569,29.391511126522648,29.614174089602365,329000
207,2024-02-06,29.34697723388672,30.31778782333316,29.266818436682264,29.916993837310876,511700
208,2024-02-07,29.52510643005371,30.950147849719116,28.732423530450163,30.362317839411293,842200
209,2024-02-08,29.302444458007812,29.819020715510405,29.026341187446537,29.525107399489432,426300
210,2024-02-09,29.57854461669922,29.827929423912884,29.257909434258,29.338068229868306,289100
211,2024-02-12,30.42466926574707,30.700772582387483,29.71214841360599,29.71214841360599,431100
212,2024-02-13,29.78339385986328,30.353413844594318,29.58745278150488,29.58745278150488,496700
213,2024-02-14,29.890274047851562,30.20200080231276,29.525106965096953,29.934805955979332,432500
214,2024-02-15,30.02387046813965,30.47810477524502,29.95262009299711,30.18418805916897,376200
215,2024-02-16,29.723087310791016,30.288198688898696,29.723087310791016,29.89626565071441,284400
216,2024-02-20,29.704856872558594,30.443150052906276,29.668397177408313,29.805119295727923,259900
217,2024-02-21,29.668397903442383,29.950955332289865,29.46787652918454,29.559022292302835,132000
218,2024-02-22,30.607215881347656,30.7348213402093,29.732200563318695,29.960068447568197,448000
219,2024-02-23,30.944459915161133,31.154097955081497,30.461377627790867,30.61632959981168,571000
220,2024-02-26,30.543411254882812,31.099409477530436,30.288200323957934,31.081179628608922,221200
221,2024-02-27,30.762165069580078,30.990032958984372,30.443151415209286,30.53429718017578,233200
222,2024-02-28,30.242624282836914,30.94445774659751,30.242624282836914,30.616327454243176,257100
223,2024-02-29,28.95745277404785,30.26085742331919,28.948337849546657,30.26085742331919,749000
224,2024-03-01,29.69574546813965,29.86892381500727,28.601977148458456,28.948337319181807,529300
225,2024-03-04,30.014759063720703,30.352002570900684,29.713971776812105,29.713971776812105,323900
226,2024-03-05,30.634557723999023,30.68924378882085,29.978297130234374,30.069446366583822,292800
227,2024-03-06,30.84419822692871,30.880657924393862,30.27908682417136,30.625443519125927,307000
228,2024-03-07,30.990032196044922,31.09029462123255,29.99652808362161,30.452263851210503,433000
229,2024-03-08,30.835081100463867,31.108521842531683,30.443148095271177,31.099405180836406,357300
230,2024-03-11,30.643672943115234,30.93534356481743,30.57075702618372,30.853310985151932,199700
231,2024-03-12,30.917112350463867,31.126753860226984,30.698361132345372,30.80773674140462,431400
232,2024-03-13,31.081178665161133,31.299933368450233,30.68013243228385,30.753051825709562,362100
233,2024-03-14,30.41580581665039,31.19055875006163,30.124135187621363,31.117639354310292,459800
234,2024-03-15,30.3428897857666,30.962690739410085,30.197054471790963,30.57987086710645,242300
235,2024-03-18,30.51606559753418,30.780393168698364,30.26085468854137,30.415803175576187,183200
236,2024-03-19,30.661903381347656,30.926230973908137,30.306430021622667,30.36111956811426,350500
237,2024-03-20,31.427536010742188,31.536911614081145,30.415802118140547,30.64366998667289,358100
238,2024-03-21,31.573373794555664,32.29343715031426,31.19967059980556,31.445768334444118,377800
239,2024-03-22,30.84419822692871,31.573374791291116,30.625443519125927,31.573374791291116,240300
240,2024-03-25,30.771276473999023,30.980917979864778,30.40668995825011,30.835082678167637,196800
241,2024-03-26,31.172330856323242,31.35462588014738,30.8533136953839,30.980922645952663,259100
242,2024-03-27,31.67363739013672,31.810359517867816,31.135869019109546,31.181441902690533,350900
243,2024-03-28,31.664522171020508,32.2022905075173,31.637175661037336,31.719208237011014,230200
244,2024-04-01,31.372846603393555,31.828582342387566,31.290817508282878,31.66452067517846,228100
245,2024-04-02,31.546030044555664,31.79212777360653,31.08117761957472,31.21789973915451,387100
246,2024-04-03,31.64629364013672,31.837701833043656,31.008262853458852,31.154098163814815,387600
247,2024-04-04,31.026491165161133,31.573372682662406,30.889769047291868,31.21789934858779,452300
248,2024-04-05,31.263473510742188,31.59160382549206,31.008262589042523,31.099408353367252,212900
249,2024-04-08,31.883272171020508,31.928845049934353,31.18143870938633,31.263471282226373,674800
250,2024-04-09,31.418424606323242,31.99264916413425,31.081177638352784,31.892390216968156,211400
251,2024-04-10,30.315540313720703,31.245241653402633,30.178821676024658,31.008260595203467,371700
252,2024-04-11,30.160593032836914,30.71659122182927,29.896265454957277,30.534296220636833,310700
253,2024-04-12,30.215282440185547,30.552525930830267,29.841579254068986,30.078560320660102,292200
254,2024-04-15,29.595481872558594,30.415804168377825,29.431416717997152,29.96006840059337,315300
255,2024-04-16,29.786890029907227,30.29731534101638,29.46787638358149,29.531679112846636,329600
256,2024-04-17,29.577251434326172,30.370230680888753,29.44964597821126,30.01475734542925,201400
257,2024-04-18,29.595481872558594,30.023871129924157,29.458759751428065,29.759547027120032,148400
258,2024-04-19,30.105905532836914,30.42492267582412,29.586367004216687,29.586367004216687,206900
259,2024-04-22,30.671018600463867,30.743934515365435,30.078560710819204,30.160593288200957,224300
260,2024-04-23,30.534297943115234,30.807738721835054,30.28820019917095,30.76216583821311,424000
261,2024-04-24,30.55252456665039,31.135865760201785,30.397572606307676,30.488721840917442,319300
262,2024-04-25,30.725704193115234,30.92622904072824,29.650167518262077,30.443150246374643,410100
263,2024-04-26,30.5889835357666,31.154094869007178,29.896263277095724,30.525180811545297,609300
264,2024-04-29,31.081178665161133,31.12675502454623,30.315542419131365,30.39757499824127,391200
265,2024-04-30,30.525182723999023,31.15409682086342,30.00564075895184,30.990031669161766,435600
266,2024-05-01,30.178821563720703,30.725703066445416,29.814231577245696,30.57986776725297,356100
267,2024-05-02,30.333772659301758,30.525184331022654,29.67751549493385,30.443151750853154,320700
268,2024-05-03,30.902240753173828,31.405474721067304,30.47356154569419,30.585390131348305,244500
269,2024-05-06,30.874282836914062,31.125899807343764,30.566749799177835,31.02338879476502,269100
270,2024-05-07,30.426965713500977,30.75313389341421,30.11011510088532,30.75313389341421,282000
271,2024-05-08,30.138071060180664,30.417644290912612,30.026242478881183,30.166027316763905,194400
272,2024-05-09,30.762449264526367,30.81836532921949,30.063514453210594,30.156707894365802,190200
273,2024-05-10,30.361732482910156,30.87428401031737,30.361732482910156,30.855645320506817,239600
274,2024-05-13,30.426965713500977,30.79041127253759,30.36173207751833,30.36173207751833,197200
275,2024-05-14,31.237728118896484,31.396151642455653,30.557431969854644,30.631983170657072,254200
276,2024-05-15,31.85279083251953,31.899385777682067,31.284323258623832,31.424111649077883,365700
277,2024-05-16,31.647768020629883,32.16964063638185,31.638450453815718,31.871428728799685,297200
278,2024-05-17,31.54526138305664,31.84347333197137,31.405476531671713,31.685049789408417,187300
279,2024-05-20,31.601173400878906,31.787556733771787,31.386833812290334,31.54525733452113,201600
280,2024-05-21,31.65709114074707,32.020536703869745,31.48002536540361,31.48002536540361,297100
281,2024-05-22,31.740962982177734,32.346704393136555,31.30296266666351,31.65709065697217,414700
282,2024-05-23,31.097942352294922,32.18828264009824,31.060668526233027,31.890070701802756,354800
283,2024-05-24,31.442750930786133,31.685046783178112,31.247046469468426,31.302962537697272,118800
284,2024-05-28,31.219091415405273,31.77823789936617,30.986113121260455,31.470708399677672,182900
285,2024-05-29,30.622665405273438,30.995428516803383,30.520154394238624,30.753132672057237,151200
286,2024-05-30,31.051345825195312,31.144535718063416,30.76245146935773,30.76245146935773,207300
287,2024-05-31,31.26568603515625,31.57321908658432,31.06998512332018,31.144536328081564,129500
288,2024-06-03,31.77823829650879,31.918026696729317,31.27500787664161,31.442752534919567,213100
289,2024-06-04,31.470706939697266,31.778236425118944,31.265684912771828,31.72232391229672,165400
290,2024-06-05,31.56389808654785,31.862110016683157,31.144536448868013,31.293645968902286,263600
291,2024-06-06,31.228408813476562,31.731642779289782,31.228408813476562,31.368197211191333,96700
292,2024-06-07,31.116579055786133,31.526623110983124,31.04202785345627,31.19113381308249,126800
293,2024-06-10,30.94883155822754,31.17249225456383,30.56674734966792,30.809046733612753,196300
294,2024-06-11,30.25922203063965,30.79972982535755,30.25922203063965,30.520156582919554,282700
295,2024-06-12,30.68790054321289,31.405474100670947,30.482878511091567,30.73449549006776,212500
296,2024-06-13,30.976795196533203,31.135218728341144,30.576072250826922,30.75313447254755,152900
297,2024-06-14,30.762449264526367,30.95815371346916,30.57606949214852,30.678576944969823,150500
298,2024-06-17,30.827686309814453,31.0327047694856,30.333769961366706,30.753131557231296,208100
299,2024-06-18,31.125900268554688,31.17249521451733,30.64130500961693,30.64130500961693,168400
300,2024-06-20,31.65709114074707,31.685047397920638,30.967473839077623,30.967473839077623,189200
301,2024-06-21,31.237728118896484,31.796874567297156,31.13521710719753,31.442750142294393,181800
302,2024-06-24,31.424114227294922,31.815516064732844,31.228409753609228,31.237730876386358,178400
303,2024-06-25,31.46138572692871,31.58253542930525,31.312279768221618,31.405473214267595,110300
304,2024-06-26,30.958154678344727,31.452067489479152,30.846322545472997,31.228406778702087,295900
305,2024-06-27,31.219091415405273,31.44275214196962,30.76245239469611,30.986113121260455,317300
306,2024-06-28,31.48934555053711,31.657090198518983,31.200451200131333,31.200451200131333,119700
307,2024-07-01,31.20977210998535,31.675728672329335,31.14453492068806,31.563896537790935,146200
308,2024-07-02,31.247047424316406,31.685047751410515,31.042028944478695,31.172496219366316,158000
309,2024-07-03,31.582536697387695,31.71300397212404,31.125901235810506,31.125901235810506,126400
310,2024-07-05,31.48934555053711,31.796875035192894,31.284323524122268,31.461385739229147,193400
311,2024-07-08,31.3868350982666,31.787558036166413,31.33091902961784,31.4986636805976,162700
312,2024-07-09,31.694364547729492,31.89006901026566,31.330918989395446,31.386835057972426,336400
313,2024-07-10,31.517301559448242,31.871429541848347,31.358878034801567,31.62913013890274,446200
314,2024-07-11,31.65709114074707,31.890069430437663,31.28432445525549,31.424112851056478,312400
315,2024-07-12,31.526620864868164,31.84346789590444,31.396150048894935,31.526620864868164,253200
